2023-12-21 16:01:28,222 Namespace(cfg='configs/facial/pidnet_small_facial.yaml', opts=[], seed=304)
2023-12-21 16:01:28,222 AUTO_RESUME: False
CUDNN:
  BENCHMARK: True
  DETERMINISTIC: False
  ENABLED: True
DATASET:
  DATASET: facial
  EXTRA_TRAIN_SET: 
  NUM_CLASSES: 15
  ROOT: data/
  TEST_SET: list/facial/val.lst
  TRAIN_SET: list/facial/train.lst
GPUS: (0,)
LOG_DIR: log
LOSS:
  BALANCE_WEIGHTS: [0.4, 1.0]
  CLASS_BALANCE: False
  OHEMKEEP: 131072
  OHEMTHRES: 0.9
  SB_WEIGHTS: 1.0
  USE_OHEM: True
MODEL:
  ALIGN_CORNERS: True
  NAME: pidnet_s
  NUM_OUTPUTS: 2
  PRETRAINED: pretrained_models/imagenet/PIDNet_S_ImageNet.pth.tar
OUTPUT_DIR: output
PIN_MEMORY: True
PRINT_FREQ: 10
TEST:
  BASE_SIZE: 616
  BATCH_SIZE_PER_GPU: 1
  FLIP_TEST: False
  IMAGE_SIZE: [616, 616]
  MODEL_FILE: 
  MULTI_SCALE: False
  OUTPUT_INDEX: 1
TRAIN:
  BASE_SIZE: 616
  BATCH_SIZE_PER_GPU: 12
  BEGIN_EPOCH: 0
  END_EPOCH: 200
  EXTRA_EPOCH: 0
  EXTRA_LR: 0.001
  FLIP: False
  IGNORE_LABEL: 255
  IMAGE_SIZE: [616, 616]
  LR: 0.005
  MOMENTUM: 0.9
  MULTI_SCALE: False
  NESTEROV: False
  OPTIMIZER: sgd
  RESUME: False
  SCALE_FACTOR: 1
  SHUFFLE: True
  WD: 0.0005
WORKERS: 8
2023-12-21 16:01:28,334 Attention!!!
2023-12-21 16:01:28,335 Loaded 302 parameters!
2023-12-21 16:01:28,335 Over!!!
2023-12-21 16:02:27,875 Epoch: [0/200] Iter:[0/9368], Time: 58.42, lr: [0.005], Loss: 20.731956, Acc:0.035397, Semantic loss: 8.562365, BCE loss: 4.818365, SB loss: 7.351227, Data Time: 5.80
2023-12-21 16:02:31,017 Epoch: [0/200] Iter:[10/9368], Time: 0.31, lr: [0.0049999759820602], Loss: 11.885689, Acc:0.412521, Semantic loss: 5.282341, BCE loss: 2.627253, SB loss: 3.976095, Data Time: 0.00
2023-12-21 16:02:34,545 Epoch: [0/200] Iter:[20/9368], Time: 0.35, lr: [0.004999951964107581], Loss: 9.246694, Acc:0.609616, Semantic loss: 4.133677, BCE loss: 2.114023, SB loss: 2.998994, Data Time: 0.00
2023-12-21 16:02:38,102 Epoch: [0/200] Iter:[30/9368], Time: 0.35, lr: [0.004999927946142142], Loss: 7.615647, Acc:0.684394, Semantic loss: 3.353123, BCE loss: 1.813933, SB loss: 2.448591, Data Time: 0.00
2023-12-21 16:02:41,543 Epoch: [0/200] Iter:[40/9368], Time: 0.35, lr: [0.004999903928163885], Loss: 6.626405, Acc:0.729643, Semantic loss: 2.877825, BCE loss: 1.626941, SB loss: 2.121639, Data Time: 0.00
2023-12-21 16:02:45,045 Epoch: [0/200] Iter:[50/9368], Time: 0.35, lr: [0.004999879910172808], Loss: 5.966321, Acc:0.760086, Semantic loss: 2.570407, BCE loss: 1.488892, SB loss: 1.907021, Data Time: 0.00
2023-12-21 16:02:48,561 Epoch: [0/200] Iter:[60/9368], Time: 0.35, lr: [0.004999855892168912], Loss: 5.477430, Acc:0.783246, Semantic loss: 2.340471, BCE loss: 1.379881, SB loss: 1.757078, Data Time: 0.00
2023-12-21 16:02:52,080 Epoch: [0/200] Iter:[70/9368], Time: 0.35, lr: [0.004999831874152196], Loss: 5.116981, Acc:0.800678, Semantic loss: 2.173447, BCE loss: 1.294963, SB loss: 1.648570, Data Time: 0.00
2023-12-21 16:02:55,577 Epoch: [0/200] Iter:[80/9368], Time: 0.35, lr: [0.00499980785612266], Loss: 4.827180, Acc:0.815035, Semantic loss: 2.038358, BCE loss: 1.228239, SB loss: 1.560583, Data Time: 0.00
2023-12-21 16:02:59,003 Epoch: [0/200] Iter:[90/9368], Time: 0.34, lr: [0.004999783838080304], Loss: 4.605253, Acc:0.825945, Semantic loss: 1.937088, BCE loss: 1.177461, SB loss: 1.490704, Data Time: 0.00
2023-12-21 16:03:02,661 Epoch: [0/200] Iter:[100/9368], Time: 0.37, lr: [0.004999759820025128], Loss: 4.425874, Acc:0.834349, Semantic loss: 1.856575, BCE loss: 1.134925, SB loss: 1.434375, Data Time: 0.00
2023-12-21 16:03:06,057 Epoch: [0/200] Iter:[110/9368], Time: 0.34, lr: [0.004999735801957133], Loss: 4.265644, Acc:0.842389, Semantic loss: 1.781741, BCE loss: 1.099275, SB loss: 1.384629, Data Time: 0.00
2023-12-21 16:03:09,507 Epoch: [0/200] Iter:[120/9368], Time: 0.35, lr: [0.004999711783876318], Loss: 4.129685, Acc:0.849012, Semantic loss: 1.719381, BCE loss: 1.066452, SB loss: 1.343852, Data Time: 0.00
2023-12-21 16:03:12,869 Epoch: [0/200] Iter:[130/9368], Time: 0.34, lr: [0.004999687765782682], Loss: 4.005534, Acc:0.855302, Semantic loss: 1.663504, BCE loss: 1.035945, SB loss: 1.306086, Data Time: 0.00
2023-12-21 16:03:16,378 Epoch: [0/200] Iter:[140/9368], Time: 0.35, lr: [0.004999663747676226], Loss: 3.913096, Acc:0.860135, Semantic loss: 1.624824, BCE loss: 1.012337, SB loss: 1.275935, Data Time: 0.00
2023-12-21 16:03:19,764 Epoch: [0/200] Iter:[150/9368], Time: 0.34, lr: [0.0049996397295569515], Loss: 3.812670, Acc:0.865302, Semantic loss: 1.578015, BCE loss: 0.988948, SB loss: 1.245708, Data Time: 0.00
2023-12-21 16:03:23,316 Epoch: [0/200] Iter:[160/9368], Time: 0.36, lr: [0.0049996157114248554], Loss: 3.724121, Acc:0.869902, Semantic loss: 1.537025, BCE loss: 0.967312, SB loss: 1.219784, Data Time: 0.00
2023-12-21 16:03:26,775 Epoch: [0/200] Iter:[170/9368], Time: 0.35, lr: [0.004999591693279938], Loss: 3.656309, Acc:0.873584, Semantic loss: 1.507708, BCE loss: 0.949442, SB loss: 1.199160, Data Time: 0.00
2023-12-21 16:03:30,339 Epoch: [0/200] Iter:[180/9368], Time: 0.36, lr: [0.004999567675122202], Loss: 3.599806, Acc:0.876728, Semantic loss: 1.483919, BCE loss: 0.931353, SB loss: 1.184534, Data Time: 0.01
2023-12-21 16:03:33,894 Epoch: [0/200] Iter:[190/9368], Time: 0.36, lr: [0.004999543656951645], Loss: 3.540010, Acc:0.879577, Semantic loss: 1.455683, BCE loss: 0.915857, SB loss: 1.168469, Data Time: 0.00
2023-12-21 16:03:37,298 Epoch: [0/200] Iter:[200/9368], Time: 0.34, lr: [0.0049995196387682675], Loss: 3.489721, Acc:0.881975, Semantic loss: 1.433062, BCE loss: 0.902733, SB loss: 1.153925, Data Time: 0.00
2023-12-21 16:03:40,854 Epoch: [0/200] Iter:[210/9368], Time: 0.36, lr: [0.004999495620572069], Loss: 3.436854, Acc:0.884722, Semantic loss: 1.409018, BCE loss: 0.888250, SB loss: 1.139586, Data Time: 0.00
2023-12-21 16:03:44,285 Epoch: [0/200] Iter:[220/9368], Time: 0.34, lr: [0.00499947160236305], Loss: 3.387346, Acc:0.887399, Semantic loss: 1.386076, BCE loss: 0.876196, SB loss: 1.125073, Data Time: 0.00
2023-12-21 16:03:47,874 Epoch: [0/200] Iter:[230/9368], Time: 0.36, lr: [0.00499944758414121], Loss: 3.347446, Acc:0.889326, Semantic loss: 1.369751, BCE loss: 0.865104, SB loss: 1.112591, Data Time: 0.00
2023-12-21 16:03:51,357 Epoch: [0/200] Iter:[240/9368], Time: 0.35, lr: [0.004999423565906549], Loss: 3.315428, Acc:0.891273, Semantic loss: 1.356760, BCE loss: 0.856136, SB loss: 1.102532, Data Time: 0.00
