2023-12-07 13:07:50,158 Namespace(cfg='configs/facial/pidnet_small_facial.yaml', opts=[], seed=304)
2023-12-07 13:07:50,158 AUTO_RESUME: False
CUDNN:
  BENCHMARK: True
  DETERMINISTIC: False
  ENABLED: True
DATASET:
  DATASET: facial
  EXTRA_TRAIN_SET: 
  NUM_CLASSES: 15
  ROOT: data/
  TEST_SET: list/facial/val.lst
  TRAIN_SET: list/facial/train.lst
GPUS: (0,)
LOG_DIR: log
LOSS:
  BALANCE_WEIGHTS: [0.4, 1.0]
  CLASS_BALANCE: False
  OHEMKEEP: 131072
  OHEMTHRES: 0.9
  SB_WEIGHTS: 1.0
  USE_OHEM: True
MODEL:
  ALIGN_CORNERS: True
  NAME: pidnet_s
  NUM_OUTPUTS: 2
  PRETRAINED: pretrained_models/imagenet/PIDNet_S_ImageNet.pth.tar
OUTPUT_DIR: output
PIN_MEMORY: True
PRINT_FREQ: 10
TEST:
  BASE_SIZE: 616
  BATCH_SIZE_PER_GPU: 1
  FLIP_TEST: False
  IMAGE_SIZE: [616, 616]
  MODEL_FILE: 
  MULTI_SCALE: False
  OUTPUT_INDEX: 1
TRAIN:
  BASE_SIZE: 616
  BATCH_SIZE_PER_GPU: 12
  BEGIN_EPOCH: 0
  END_EPOCH: 200
  EXTRA_EPOCH: 0
  EXTRA_LR: 0.001
  FLIP: False
  IGNORE_LABEL: 255
  IMAGE_SIZE: [616, 616]
  LR: 0.005
  MOMENTUM: 0.9
  MULTI_SCALE: False
  NESTEROV: False
  OPTIMIZER: sgd
  RESUME: False
  SCALE_FACTOR: 1
  SHUFFLE: True
  WD: 0.0005
WORKERS: 8
2023-12-07 13:07:50,306 Attention!!!
2023-12-07 13:07:50,306 Loaded 302 parameters!
2023-12-07 13:07:50,306 Over!!!
2023-12-07 13:09:12,599 Epoch: [0/200] Iter:[0/9368], Time: 80.62, lr: [0.005], Loss: 20.733213, Acc:0.035400, Semantic loss: 8.562362, BCE loss: 4.818369, SB loss: 7.352482, Data Time: 5.98
2023-12-07 13:09:17,580 Epoch: [0/200] Iter:[10/9368], Time: 0.49, lr: [0.0049999759820602], Loss: 11.845549, Acc:0.415867, Semantic loss: 5.239748, BCE loss: 2.650102, SB loss: 3.955699, Data Time: 0.01
2023-12-07 13:09:22,598 Epoch: [0/200] Iter:[20/9368], Time: 0.50, lr: [0.004999951964107581], Loss: 9.210170, Acc:0.612913, Semantic loss: 4.093371, BCE loss: 2.110624, SB loss: 3.006175, Data Time: 0.01
2023-12-07 13:09:27,571 Epoch: [0/200] Iter:[30/9368], Time: 0.50, lr: [0.004999927946142142], Loss: 7.585677, Acc:0.686237, Semantic loss: 3.320813, BCE loss: 1.816491, SB loss: 2.448373, Data Time: 0.01
2023-12-07 13:09:32,483 Epoch: [0/200] Iter:[40/9368], Time: 0.49, lr: [0.004999903928163885], Loss: 6.583814, Acc:0.730615, Semantic loss: 2.844424, BCE loss: 1.622367, SB loss: 2.117023, Data Time: 0.01
2023-12-07 13:09:37,288 Epoch: [0/200] Iter:[50/9368], Time: 0.48, lr: [0.004999879910172808], Loss: 5.927161, Acc:0.761307, Semantic loss: 2.544816, BCE loss: 1.479897, SB loss: 1.902449, Data Time: 0.01
2023-12-07 13:09:42,099 Epoch: [0/200] Iter:[60/9368], Time: 0.48, lr: [0.004999855892168912], Loss: 5.453418, Acc:0.783760, Semantic loss: 2.323877, BCE loss: 1.371277, SB loss: 1.758263, Data Time: 0.01
2023-12-07 13:09:46,986 Epoch: [0/200] Iter:[70/9368], Time: 0.49, lr: [0.004999831874152196], Loss: 5.092190, Acc:0.801480, Semantic loss: 2.157708, BCE loss: 1.286414, SB loss: 1.648068, Data Time: 0.01
2023-12-07 13:09:51,953 Epoch: [0/200] Iter:[80/9368], Time: 0.50, lr: [0.00499980785612266], Loss: 4.802958, Acc:0.815645, Semantic loss: 2.021081, BCE loss: 1.222640, SB loss: 1.559236, Data Time: 0.01
2023-12-07 13:09:56,816 Epoch: [0/200] Iter:[90/9368], Time: 0.49, lr: [0.004999783838080304], Loss: 4.584480, Acc:0.826560, Semantic loss: 1.920003, BCE loss: 1.172780, SB loss: 1.491697, Data Time: 0.01
2023-12-07 13:10:01,522 Epoch: [0/200] Iter:[100/9368], Time: 0.47, lr: [0.004999759820025128], Loss: 4.406222, Acc:0.835265, Semantic loss: 1.840620, BCE loss: 1.130472, SB loss: 1.435130, Data Time: 0.01
2023-12-07 13:10:06,426 Epoch: [0/200] Iter:[110/9368], Time: 0.49, lr: [0.004999735801957133], Loss: 4.249011, Acc:0.843189, Semantic loss: 1.769242, BCE loss: 1.095582, SB loss: 1.384187, Data Time: 0.01
2023-12-07 13:10:11,375 Epoch: [0/200] Iter:[120/9368], Time: 0.49, lr: [0.004999711783876318], Loss: 4.113845, Acc:0.849846, Semantic loss: 1.707113, BCE loss: 1.063750, SB loss: 1.342982, Data Time: 0.01
2023-12-07 13:10:16,191 Epoch: [0/200] Iter:[130/9368], Time: 0.48, lr: [0.004999687765782682], Loss: 3.993403, Acc:0.855895, Semantic loss: 1.654090, BCE loss: 1.033435, SB loss: 1.305878, Data Time: 0.01
2023-12-07 13:10:21,051 Epoch: [0/200] Iter:[140/9368], Time: 0.49, lr: [0.004999663747676226], Loss: 3.899539, Acc:0.860700, Semantic loss: 1.613619, BCE loss: 1.010521, SB loss: 1.275399, Data Time: 0.01
2023-12-07 13:10:25,955 Epoch: [0/200] Iter:[150/9368], Time: 0.49, lr: [0.0049996397295569515], Loss: 3.802009, Acc:0.865693, Semantic loss: 1.568074, BCE loss: 0.987456, SB loss: 1.246479, Data Time: 0.01
2023-12-07 13:10:30,844 Epoch: [0/200] Iter:[160/9368], Time: 0.49, lr: [0.0049996157114248554], Loss: 3.714644, Acc:0.870187, Semantic loss: 1.528183, BCE loss: 0.965644, SB loss: 1.220816, Data Time: 0.01
2023-12-07 13:10:35,750 Epoch: [0/200] Iter:[170/9368], Time: 0.49, lr: [0.004999591693279938], Loss: 3.645963, Acc:0.873875, Semantic loss: 1.498373, BCE loss: 0.948203, SB loss: 1.199387, Data Time: 0.01
2023-12-07 13:10:40,594 Epoch: [0/200] Iter:[180/9368], Time: 0.48, lr: [0.004999567675122202], Loss: 3.590749, Acc:0.876999, Semantic loss: 1.475143, BCE loss: 0.930561, SB loss: 1.185046, Data Time: 0.00
2023-12-07 13:10:45,540 Epoch: [0/200] Iter:[190/9368], Time: 0.49, lr: [0.004999543656951645], Loss: 3.529713, Acc:0.879881, Semantic loss: 1.446270, BCE loss: 0.915024, SB loss: 1.168418, Data Time: 0.01
2023-12-07 13:10:50,387 Epoch: [0/200] Iter:[200/9368], Time: 0.49, lr: [0.0049995196387682675], Loss: 3.479928, Acc:0.882350, Semantic loss: 1.423872, BCE loss: 0.902140, SB loss: 1.153915, Data Time: 0.01
2023-12-07 13:10:55,078 Epoch: [0/200] Iter:[210/9368], Time: 0.47, lr: [0.004999495620572069], Loss: 3.428060, Acc:0.885119, Semantic loss: 1.400881, BCE loss: 0.887801, SB loss: 1.139377, Data Time: 0.01
2023-12-07 13:10:59,853 Epoch: [0/200] Iter:[220/9368], Time: 0.48, lr: [0.00499947160236305], Loss: 3.378736, Acc:0.887724, Semantic loss: 1.378704, BCE loss: 0.875619, SB loss: 1.124412, Data Time: 0.00
2023-12-07 13:11:04,722 Epoch: [0/200] Iter:[230/9368], Time: 0.49, lr: [0.00499944758414121], Loss: 3.337105, Acc:0.889788, Semantic loss: 1.360986, BCE loss: 0.864561, SB loss: 1.111558, Data Time: 0.01
2023-12-07 13:11:09,516 Epoch: [0/200] Iter:[240/9368], Time: 0.48, lr: [0.004999423565906549], Loss: 3.302897, Acc:0.891761, Semantic loss: 1.346555, BCE loss: 0.855519, SB loss: 1.100823, Data Time: 0.01
2023-12-07 13:11:14,430 Epoch: [0/200] Iter:[250/9368], Time: 0.49, lr: [0.004999399547659067], Loss: 3.260578, Acc:0.893837, Semantic loss: 1.326837, BCE loss: 0.845218, SB loss: 1.088522, Data Time: 0.01
2023-12-07 13:11:19,244 Epoch: [0/200] Iter:[260/9368], Time: 0.48, lr: [0.004999375529398765], Loss: 3.225118, Acc:0.895716, Semantic loss: 1.310642, BCE loss: 0.836236, SB loss: 1.078240, Data Time: 0.01
2023-12-07 13:11:24,050 Epoch: [0/200] Iter:[270/9368], Time: 0.48, lr: [0.004999351511125641], Loss: 3.192762, Acc:0.897476, Semantic loss: 1.296497, BCE loss: 0.828366, SB loss: 1.067900, Data Time: 0.01
