2023-12-06 16:16:38,018 Namespace(cfg='configs/facial/pidnet_small_facial.yaml', opts=[], seed=304)
2023-12-06 16:16:38,018 AUTO_RESUME: False
CUDNN:
  BENCHMARK: True
  DETERMINISTIC: False
  ENABLED: True
DATASET:
  DATASET: facial
  EXTRA_TRAIN_SET: 
  NUM_CLASSES: 15
  ROOT: data/
  TEST_SET: list/facial/val.lst
  TRAIN_SET: list/facial/train.lst
GPUS: (0,)
LOG_DIR: log
LOSS:
  BALANCE_WEIGHTS: [0.4, 1.0]
  CLASS_BALANCE: False
  OHEMKEEP: 131072
  OHEMTHRES: 0.9
  SB_WEIGHTS: 1.0
  USE_OHEM: True
MODEL:
  ALIGN_CORNERS: True
  NAME: pidnet_s
  NUM_OUTPUTS: 2
  PRETRAINED: pretrained_models/imagenet/PIDNet_S_ImageNet.pth.tar
OUTPUT_DIR: output
PIN_MEMORY: True
PRINT_FREQ: 10
TEST:
  BASE_SIZE: 616
  BATCH_SIZE_PER_GPU: 1
  FLIP_TEST: False
  IMAGE_SIZE: [616, 616]
  MODEL_FILE: 
  MULTI_SCALE: False
  OUTPUT_INDEX: 1
TRAIN:
  BASE_SIZE: 616
  BATCH_SIZE_PER_GPU: 6
  BEGIN_EPOCH: 0
  END_EPOCH: 200
  EXTRA_EPOCH: 0
  EXTRA_LR: 0.001
  FLIP: False
  IGNORE_LABEL: 255
  IMAGE_SIZE: [616, 616]
  LR: 0.005
  MOMENTUM: 0.9
  MULTI_SCALE: False
  NESTEROV: False
  OPTIMIZER: sgd
  RESUME: False
  SCALE_FACTOR: 1
  SHUFFLE: True
  WD: 0.0005
WORKERS: 8
2023-12-06 16:16:38,169 Attention!!!
2023-12-06 16:16:38,169 Loaded 302 parameters!
2023-12-06 16:16:38,169 Over!!!
2023-12-06 16:17:58,609 Epoch: [0/200] Iter:[0/18736], Time: 78.20, lr: [0.005], Loss: 19.588770, Acc:0.031492, Semantic loss: 8.653766, BCE loss: 3.619729, SB loss: 7.315276, Data Time: 2.99
2023-12-06 16:18:01,478 Epoch: [0/200] Iter:[10/18736], Time: 0.28, lr: [0.004999987991031703], Loss: 12.317933, Acc:0.382824, Semantic loss: 5.535478, BCE loss: 2.669105, SB loss: 4.113350, Data Time: 0.01
2023-12-06 16:18:04,496 Epoch: [0/200] Iter:[20/18736], Time: 0.30, lr: [0.0049999759820602], Loss: 10.023457, Acc:0.565799, Semantic loss: 4.504289, BCE loss: 2.271461, SB loss: 3.247707, Data Time: 0.01
2023-12-06 16:18:07,417 Epoch: [0/200] Iter:[30/18736], Time: 0.29, lr: [0.004999963973085494], Loss: 8.249593, Acc:0.641331, Semantic loss: 3.611180, BCE loss: 1.994139, SB loss: 2.644274, Data Time: 0.01
2023-12-06 16:18:10,504 Epoch: [0/200] Iter:[40/18736], Time: 0.31, lr: [0.004999951964107581], Loss: 7.207355, Acc:0.687172, Semantic loss: 3.104155, BCE loss: 1.792634, SB loss: 2.310566, Data Time: 0.01
2023-12-06 16:18:13,483 Epoch: [0/200] Iter:[50/18736], Time: 0.30, lr: [0.004999939955126464], Loss: 6.585589, Acc:0.713874, Semantic loss: 2.824931, BCE loss: 1.647084, SB loss: 2.113573, Data Time: 0.01
2023-12-06 16:18:16,365 Epoch: [0/200] Iter:[60/18736], Time: 0.29, lr: [0.004999927946142142], Loss: 6.042564, Acc:0.740473, Semantic loss: 2.567252, BCE loss: 1.528907, SB loss: 1.946405, Data Time: 0.01
2023-12-06 16:18:19,302 Epoch: [0/200] Iter:[70/18736], Time: 0.29, lr: [0.004999915937154617], Loss: 5.666115, Acc:0.758122, Semantic loss: 2.383334, BCE loss: 1.455953, SB loss: 1.826827, Data Time: 0.02
2023-12-06 16:18:22,188 Epoch: [0/200] Iter:[80/18736], Time: 0.29, lr: [0.004999903928163885], Loss: 5.356331, Acc:0.772187, Semantic loss: 2.240355, BCE loss: 1.377065, SB loss: 1.738912, Data Time: 0.01
2023-12-06 16:18:25,138 Epoch: [0/200] Iter:[90/18736], Time: 0.29, lr: [0.00499989191916995], Loss: 5.116456, Acc:0.782771, Semantic loss: 2.130936, BCE loss: 1.321610, SB loss: 1.663910, Data Time: 0.01
2023-12-06 16:18:28,109 Epoch: [0/200] Iter:[100/18736], Time: 0.30, lr: [0.004999879910172808], Loss: 4.916226, Acc:0.791873, Semantic loss: 2.039264, BCE loss: 1.275143, SB loss: 1.601819, Data Time: 0.01
